custAge,profession,marital,responded
52,housemaid,married,no
58,retired,married,no
84,retired,married,yes
37,management,married,no
32,admin.,single,no
24,blue-collar,single,no
40,admin.,single,no
28,admin.,married,no
,admin.,married,no
30,technician,married,no
,services,single,no
,services,divorced,no
,housemaid,married,no
,admin.,divorced,no
30,admin.,single,no
41,admin.,married,no
,services,divorced,yes
36,blue-collar,married,no
53,blue-collar,married,no
34,blue-collar,married,no
33,blue-collar,married,no
45,entrepreneur,married,no
,housemaid,married,no
47,management,married,no
33,admin.,single,yes
,retired,married,yes
55,technician,married,no
,admin.,divorced,no
,admin.,married,no
35,management,single,yes
52,admin.,single,no
,blue-collar,single,no
59,admin.,married,yes
,housemaid,married,no
33,technician,single,no
31,entrepreneur,married,no
32,admin.,married,no
37,technician,single,no
,blue-collar,single,no
28,admin.,single,no
28,technician,single,no
34,self-employed,single,no
23,services,single,no
32,blue-collar,married,no
,technician,married,yes
,housemaid,married,no
,admin.,single,no
25,entrepreneur,single,no
37,management,married,no
36,admin.,married,no
,technician,married,no
,admin.,single,no
31,technician,married,no
40,blue-collar,single,no
63,retired,divorced,no
34,blue-collar,married,no
42,technician,married,no
34,blue-collar,single,no
31,self-employed,single,no
37,technician,single,no
30,blue-collar,married,no
29,services,married,yes
41,admin.,divorced,no
44,services,married,no
58,admin.,married,no
59,unknown,married,no
45,technician,divorced,no
,admin.,single,no
,self-employed,married,no
37,admin.,single,no
34,blue-collar,single,no
,blue-collar,married,no
34,admin.,married,no
21,blue-collar,married,no
,technician,divorced,no
,admin.,divorced,no
57,management,married,no
,blue-collar,married,yes
,blue-collar,married,no
41,management,married,no
40,admin.,divorced,no
,admin.,single,no
47,admin.,married,no
37,unemployed,married,no
45,blue-collar,single,no
,admin.,married,no
,unemployed,married,no
,self-employed,married,no
,technician,single,no
55,services,married,no
39,admin.,married,no
31,admin.,single,no
29,services,single,no
45,services,married,no
33,blue-collar,married,no
40,admin.,married,no
29,blue-collar,married,no
,technician,married,no
44,technician,married,no
,services,married,no
34,admin.,married,no
49,blue-collar,married,no
42,technician,married,no
,management,single,no
,technician,married,no
43,blue-collar,married,no
35,admin.,married,no
,technician,married,no
34,admin.,single,no
49,admin.,married,no
,admin.,divorced,yes
30,blue-collar,married,no
36,admin.,single,no
30,services,single,no
31,technician,married,no
37,admin.,single,no
80,retired,divorced,yes
,technician,married,no
31,services,single,no
25,blue-collar,single,yes
36,management,married,no
22,student,single,no
37,technician,single,no
45,blue-collar,single,no
,services,single,no
43,admin.,married,yes
46,blue-collar,married,yes
27,blue-collar,married,no
34,technician,married,no
37,services,divorced,no
41,blue-collar,married,no
33,student,single,no
48,technician,married,no
,admin.,divorced,no
35,management,married,yes
36,admin.,married,no
44,technician,single,no
29,admin.,single,no
55,technician,married,no
27,services,married,no
,services,married,no
,blue-collar,married,no
,retired,married,no
32,services,married,no
32,services,married,no
,admin.,single,no
44,blue-collar,single,no
43,entrepreneur,married,no
,admin.,single,no
34,self-employed,married,no
31,self-employed,married,no
55,retired,married,no
33,admin.,married,no
33,admin.,single,no
28,services,married,no
,management,single,no
,admin.,married,no
41,blue-collar,married,no
44,management,married,no
51,blue-collar,married,no
39,technician,divorced,no
43,admin.,single,yes
58,retired,married,no
,admin.,married,no
49,management,married,no
38,technician,married,no
33,admin.,married,no
38,admin.,single,no
,technician,divorced,no
43,technician,married,no
44,self-employed,married,no
30,admin.,single,no
32,admin.,married,no
,technician,single,no
50,blue-collar,married,no
34,admin.,single,no
35,services,single,no
37,technician,married,no
37,self-employed,married,no
40,technician,married,no
34,admin.,married,no
50,admin.,married,no
60,entrepreneur,married,no
46,management,married,no
51,services,single,no
45,admin.,married,no
32,technician,divorced,no
28,blue-collar,single,no
29,technician,single,no
33,blue-collar,single,no
52,blue-collar,married,no
30,technician,married,no
31,admin.,divorced,no
,services,married,no
,technician,single,no
27,student,single,yes
37,blue-collar,single,no
49,services,married,no
50,admin.,divorced,yes
30,blue-collar,divorced,no
29,technician,single,no
26,admin.,married,no
,technician,married,no
24,technician,single,no
47,technician,single,no
42,services,married,no
28,blue-collar,single,no
38,admin.,married,no
46,admin.,divorced,no
51,technician,married,no
73,retired,married,no
28,services,single,yes
53,technician,married,yes
35,management,married,no
,admin.,married,no
64,housemaid,married,yes
35,admin.,married,no
49,blue-collar,divorced,no
,admin.,divorced,no
49,entrepreneur,married,no
38,technician,married,no
30,self-employed,single,no
25,services,married,no
,technician,married,no
23,admin.,married,no
,services,divorced,no
53,technician,married,no
,admin.,single,no
43,services,married,no
49,admin.,married,no
59,management,married,no
33,admin.,single,no
29,admin.,single,no
44,technician,divorced,no
49,management,married,no
46,housemaid,married,no
57,management,divorced,no
36,technician,married,no
40,admin.,married,no
38,technician,single,no
34,technician,single,no
34,management,divorced,no
,services,single,no
,blue-collar,divorced,no
54,housemaid,married,no
38,technician,married,no
32,admin.,single,no
,technician,divorced,no
35,management,single,no
51,blue-collar,married,no
45,blue-collar,married,no
81,retired,married,no
,blue-collar,married,no
28,admin.,married,no
23,services,single,no
31,admin.,married,no
38,admin.,married,no
47,management,married,no
35,management,married,no
,retired,single,no
47,technician,divorced,no
31,admin.,married,no
37,admin.,single,no
36,management,married,no
,blue-collar,married,no
37,admin.,single,no
29,technician,single,no
,technician,single,no
31,services,single,no
33,blue-collar,single,no
,blue-collar,married,no
,services,married,no
31,admin.,single,no
,blue-collar,married,no
33,self-employed,single,no
28,admin.,single,yes
45,blue-collar,married,no
44,retired,single,yes
33,technician,single,no
50,entrepreneur,married,no
50,blue-collar,married,no
25,blue-collar,single,no
38,technician,married,no
29,admin.,married,no
35,services,married,no
34,admin.,married,no
37,technician,single,no
26,services,single,no
43,unemployed,married,yes
29,entrepreneur,married,no
49,services,married,no
43,services,married,no
,blue-collar,married,no
24,student,single,no
28,blue-collar,married,no
61,retired,married,no
,management,single,yes
45,blue-collar,single,no
44,admin.,married,no
50,blue-collar,married,no
33,technician,single,no
41,admin.,single,no
42,blue-collar,married,no
45,admin.,divorced,no
31,management,married,no
,blue-collar,married,yes
27,admin.,single,no
,services,divorced,no
23,student,single,no
30,technician,single,no
35,management,married,no
46,unemployed,married,no
,admin.,married,no
36,management,married,no
31,unemployed,married,yes
34,admin.,married,no
49,blue-collar,married,no
80,retired,married,no
38,blue-collar,divorced,no
42,management,married,no
36,entrepreneur,married,no
31,admin.,married,no
,housemaid,married,yes
55,admin.,married,no
37,management,married,no
34,admin.,single,no
28,management,single,yes
29,admin.,married,yes
37,self-employed,divorced,no
28,services,single,no
,admin.,divorced,no
44,blue-collar,married,no
31,admin.,single,no
65,housemaid,married,no
34,admin.,single,yes
,services,married,no
,unknown,married,no
33,student,divorced,yes
31,blue-collar,married,no
26,technician,married,no
34,blue-collar,married,no
31,technician,single,no
,admin.,single,yes
33,management,single,yes
80,retired,divorced,yes
53,blue-collar,married,no
,services,married,no
35,admin.,married,no
44,admin.,married,no
27,blue-collar,single,no
,technician,single,no
47,blue-collar,single,no
69,housemaid,married,no
48,technician,single,no
47,admin.,married,no
43,technician,divorced,no
33,blue-collar,single,no
33,admin.,single,yes
,technician,single,no
33,admin.,single,no
,entrepreneur,married,no
,blue-collar,married,no
45,blue-collar,married,yes
59,housemaid,married,no
36,admin.,married,no
45,services,married,no
,admin.,single,no
29,services,married,no
37,admin.,married,no
58,retired,married,no
42,blue-collar,married,no
54,blue-collar,married,yes
,admin.,single,no
48,blue-collar,married,yes
28,self-employed,single,no
,retired,married,no
31,management,married,no
29,blue-collar,single,no
53,admin.,divorced,no
34,blue-collar,single,no
44,management,married,no
37,blue-collar,married,no
36,technician,married,no
45,technician,divorced,no
29,admin.,single,no
35,blue-collar,single,no
36,blue-collar,married,no
33,admin.,married,no
43,blue-collar,married,no
32,admin.,married,no
49,retired,single,no
,blue-collar,married,no
44,management,single,no
41,admin.,single,no
43,technician,married,no
29,technician,married,yes
83,retired,married,yes
36,admin.,single,no
36,admin.,divorced,yes
,student,single,yes
39,admin.,single,no
49,unemployed,divorced,no
32,admin.,single,no
,admin.,married,no
42,admin.,married,no
31,technician,married,no
39,self-employed,single,no
,technician,single,no
36,blue-collar,married,yes
56,blue-collar,married,no
,management,married,no
37,admin.,married,no
,student,single,no
37,services,single,no
41,management,married,yes
31,management,married,no
28,admin.,single,no
42,unemployed,married,no
78,retired,divorced,yes
37,self-employed,married,no
57,blue-collar,married,no
,technician,married,no
49,management,married,no
50,management,married,no
51,blue-collar,married,no
45,technician,divorced,no
,admin.,single,yes
32,blue-collar,single,no
,admin.,married,no
55,blue-collar,married,no
30,technician,married,no
56,retired,married,no
23,blue-collar,single,no
,blue-collar,married,no
47,blue-collar,married,no
59,retired,married,no
,blue-collar,single,no
47,blue-collar,married,no
47,blue-collar,married,no
52,blue-collar,married,no
32,services,single,no
45,unknown,unknown,yes
31,services,single,no
86,retired,married,yes
80,retired,divorced,no
50,entrepreneur,married,no
30,technician,single,no
33,services,divorced,no
38,blue-collar,divorced,no
39,admin.,married,no
39,admin.,married,no
,blue-collar,single,no
37,services,single,no
31,technician,single,yes
48,blue-collar,married,no
51,entrepreneur,married,no
45,self-employed,married,no
38,admin.,single,no
,technician,divorced,no
,technician,married,no
54,retired,divorced,no
37,management,married,no
27,entrepreneur,single,no
43,technician,single,no
28,admin.,single,no
58,retired,divorced,no
44,blue-collar,married,no
30,blue-collar,married,no
38,management,divorced,no
46,services,divorced,no
34,services,married,no
,blue-collar,married,no
53,technician,married,no
29,technician,single,no
